Organization ID,Organization Name,Completed Reg Req,Reg Form,Signatory,T&C,Organization Type,Callink URL,Callink Designation,Primary Campus Advisor
91519,Health Hacks at Berkeley,No,Not Started,0,In Progress,FROZEN GROUP PENDING COMPLETION OF REGISTRATION STEPS,https://callink.berkeley.edu/actioncenter/organization/healthhacksatberkeley,LEAD Center Category: Engineering/Computer Science RSO,Melissa Landeros at melissalanderos@berkeley.edu
92166,Health in All Policies,No,Not Started,0,In Progress,FROZEN GROUP PENDING COMPLETION OF REGISTRATION STEPS,https://callink.berkeley.edu/actioncenter/organization/healthinallpolicies,LEAD Center Category: Health & Wellness RSO (moving to various),Jon Rey (Grad RSO OASIS Advisor) at jonrey@berkeley.edu
385043,Health Insurance for the Unhoused,No,Not Started,0,In Progress,NEW ORG PENDING FINAL COMPLETION OF APPROVAL STEPS,https://callink.berkeley.edu/actioncenter/organization/hiftu,LEAD Center Category: Political & Advocacy RSO,Millicent Morris-Chaney at millicen@berkeley.edu
92171,Health Law Initiative,No,Not Started,0,In Progress,FROZEN GROUP PENDING COMPLETION OF REGISTRATION STEPS,https://callink.berkeley.edu/actioncenter/organization/HealthLawInitiative,LEAD Center Category: Graduate Student RSO,Jon Rey (Grad RSO OASIS Advisor) at jonrey@berkeley.edu
117509,Health Leads at Berkeley,No,Not Started,0,In Progress,FROZEN GROUP PENDING COMPLETION OF REGISTRATION STEPS,https://callink.berkeley.edu/actioncenter/organization/healthleadsatberkeley,LEAD Center Category: Service RSO,Emily Enriquez at emilyenriquez@berkeley.edu
46484,Health Services & Policy Analysis Doctoral Group,No,Not Started,0,In Progress,FROZEN GROUP PENDING COMPLETION OF REGISTRATION STEPS,https://callink.berkeley.edu/actioncenter/organization/gahealthservicesandpolicyanalysisdoctoralgroup,OASIS Center Category: Academic RSO,Jon Rey (Grad RSO OASIS Advisor) at jonrey@berkeley.edu
289719,Health Solutions of Berkeley,No,Not Started,0,In Progress,FROZEN GROUP PENDING COMPLETION OF REGISTRATION STEPS,https://callink.berkeley.edu/actioncenter/organization/HealthSolutionsofBerkeley,LEAD Center Category: Service RSO,Emily Enriquez at emilyenriquez@berkeley.edu
320622,Health Students for Climate Action (HEALS-CA),No,Not Started,0,In Progress,FROZEN GROUP PENDING COMPLETION OF REGISTRATION STEPS,https://callink.berkeley.edu/actioncenter/organization/heals-ca,LEAD Center Category: Graduate Student RSO,Jon Rey (Grad RSO OASIS Advisor) at jonrey@berkeley.edu
378404,"Health, Education, and Life ",Yes,Approved,4,In Progress,Registered Student Organizations,https://callink.berkeley.edu/actioncenter/organization/HealthEducationandLife,LEAD Center Category: Service RSO,Emily Enriquez at emilyenriquez@berkeley.edu
290345,Healthcare Business Association at Berkeley,No,Not Started,0,In Progress,Registered Student Organizations,https://callink.berkeley.edu/actioncenter/organization/HealthcareBusinessAssociationBerkeley,LEAD Center Category: Professional RSO,Jon Rey at jonrey@berkeley.edu
221241,Healthcare Consulting Group at Berkeley,Yes,Approved,4,In Progress,Registered Student Organizations,https://callink.berkeley.edu/actioncenter/organization/HCGatBerkeley,LEAD Center Category: Professional RSO,Jon Rey at jonrey@berkeley.edu
147588,Healthy Habits,No,Not Started,0,In Progress,FROZEN GROUP PENDING COMPLETION OF REGISTRATION STEPS,https://callink.berkeley.edu/actioncenter/organization/healthyhabits,LEAD Center Category: Service RSO,Emily Enriquez at emilyenriquez@berkeley.edu
323366,Heart at Berkeley [Formerly You're the Cure at Berkeley],No,Not Started,0,In Progress,Registered Student Organizations,https://callink.berkeley.edu/actioncenter/organization/heartatberkeley,LEAD Center Category: Service RSO,Emily Enriquez at emilyenriquez@berkeley.edu
46567,Heart Chan at Berkeley,No,Not Started,0,In Progress,FROZEN GROUP PENDING COMPLETION OF REGISTRATION STEPS,https://callink.berkeley.edu/actioncenter/organization/heartchanatberkeley,LEAD Center Category: Graduate Student RSO,Jon Rey (Grad RSO OASIS Advisor) at jonrey@berkeley.edu
376157,Heartstrong of Berkeley,No,Not Started,0,In Progress,Registered Student Organizations,https://callink.berkeley.edu/actioncenter/organization/HeartstrongofBerkeley,LEAD Center Category: Service RSO,Emily Enriquez at emilyenriquez@berkeley.edu
350995,Heavy Metal Group,No,Not Started,0,In Progress,NEW ORG PENDING FINAL COMPLETION OF APPROVAL STEPS,https://callink.berkeley.edu/actioncenter/organization/HeavyMetalGroup,LEAD Center Category: Performing Arts RSO,Luly Sbeta at wsbeta@berkeley.edu
218810,Helix @ Berkeley,No,Not Started,0,In Progress,Registered Student Organizations,https://callink.berkeley.edu/actioncenter/organization/helix,LEAD Center Category: Service RSO,Emily Enriquez at emilyenriquez@berkeley.edu
46334,Hellenic Student Association at Berkeley,No,Not Started,0,In Progress,Registered Student Organizations,https://callink.berkeley.edu/actioncenter/organization/gahellenicstudentassociationatberkeley,LEAD Center Category: Graduate Student RSO,Jon Rey (Grad RSO OASIS Advisor) at jonrey@berkeley.edu
368914,Henna and Rangoli at Berkeley,No,Not Started,0,In Progress,Registered Student Organizations,https://callink.berkeley.edu/actioncenter/organization/hennaandrangoli,LEAD Center Category: Arts RSO,Luly Sbeta at wsbeta@berkeley.edu
92020,Hep B Project,No,Not Started,0,In Progress,FROZEN GROUP PENDING COMPLETION OF REGISTRATION STEPS,https://callink.berkeley.edu/actioncenter/organization/hepbproject,LEAD Center Category: Service RSO,Emily Enriquez at emilyenriquez@berkeley.edu
91522,Her Campus of Berkeley,No,Not Started,0,In Progress,FROZEN GROUP PENDING COMPLETION OF REGISTRATION STEPS,https://callink.berkeley.edu/actioncenter/organization/hercampusofberkeley,LEAD Center Category: Media & Film RSO (Moving to Pub/Media),Emily Enriquez at emilyenriquez@berkeley.edu
322560,Herbicide Free at Berkeley,No,Not Started,1,In Progress,Registered Student Organizations,https://callink.berkeley.edu/actioncenter/organization/herbicidefreeatberkeley,LEAD Center Category: Environmental & Sustainability RSO,Sharon Daraphonhdeth atsdara@berkeley.edu
46141,Hermanas Unidas de UC Berkeley,No,Inprogress,3,In Progress,Registered Student Organizations,https://callink.berkeley.edu/actioncenter/organization/hermanasunidas,LEAD Center Category: Cultural & Identity/Cultural & Ethnic RSO,Melissa Landeros at melissalanderos@berkeley.edu
46144,Hermanos Unidos,No,Not Started,0,In Progress,FROZEN GROUP PENDING COMPLETION OF REGISTRATION STEPS,https://callink.berkeley.edu/actioncenter/organization/hermanosunidos,LEAD Center Category: Cultural & Identity/Cultural & Ethnic RSO,Melissa Landeros at melissalanderos@berkeley.edu
46176,"Heuristic Squelch, The ",No,Approved,2,In Progress,Registered Student Organizations,https://callink.berkeley.edu/actioncenter/organization/heuristicsquelch,LEAD Center Category: Media & Publications RSO,Melissa Landeros at melissalanderos@berkeley.edu
164249,Hidden Road Initiative,No,Not Started,1,In Progress,Registered Student Organizations,https://callink.berkeley.edu/actioncenter/organization/hiddenroadinitiative,LEAD Center Category: Service RSO,Emily Enriquez at emilyenriquez@berkeley.edu
91295,Hillel Student Board at Berkeley ,No,Not Started,0,In Progress,FROZEN GROUP PENDING COMPLETION OF REGISTRATION STEPS,https://callink.berkeley.edu/actioncenter/organization/berkeleyhillel,LEAD Center Category: Spiritual RSO,Luly Sbeta at wsbeta@berkeley.edu
45964,Hindu Shishya Association ,No,Approved,2,In Progress,Registered Student Organizations,https://callink.berkeley.edu/actioncenter/organization/hsa,LEAD Center Category: Spiritual RSO,Luly Sbeta at wsbeta@berkeley.edu
91523,"Hindu YUVA-Youth for Unity, Virtues and Action",No,Not Started,1,In Progress,Registered Student Organizations,https://callink.berkeley.edu/actioncenter/organization/hindu-yuva,LEAD Center Category: Cultural & Identity/International RSO,Melissa Landeros at melissalanderos@berkeley.edu
158331,Hippies For Hope,No,Not Started,0,In Progress,FROZEN GROUP PENDING COMPLETION OF REGISTRATION STEPS,https://callink.berkeley.edu/actioncenter/organization/hippiesforhope,LEAD Center Category: Service RSO,Emily Enriquez at emilyenriquez@berkeley.edu
46147,Hispanic Engineers and Scientists,No,Inprogress,4,In Progress,Registered Student Organizations,https://callink.berkeley.edu/actioncenter/organization/hispanicengineersscientists,OASIS Center Category: Academic RSO,Jon Rey at jonrey@berkeley.edu
46149,Hispanic Scholarship Fund at Berkeley,No,Not Started,0,In Progress,FROZEN GROUP PENDING COMPLETION OF REGISTRATION STEPS,https://callink.berkeley.edu/actioncenter/organization/HSFatCal,OASIS Center Category: Academic RSO,Jon Rey at jonrey@berkeley.edu
46140,Historic Preservation Club ,No,Approved,1,In Progress,Registered Student Organizations,https://callink.berkeley.edu/actioncenter/organization/HistoricPreservationClub,LEAD Center Category: Political & Advocacy RSO,Millicent Morris-Chaney at millicen@berkeley.edu
46714,Historical Fencing Club of Berkeley ,No,Approved,3,In Progress,Registered Student Organizations,https://callink.berkeley.edu/actioncenter/organization/historicalfencing,LEAD Center Category: Recreational RSO,Millicent Morris-Chaney at millicen@berkeley.edu
91277,History Graduate Association,No,Not Started,0,In Progress,Registered Student Organizations,https://callink.berkeley.edu/actioncenter/organization/historygraduateassociation,LEAD Center Category: Graduate Student RSO,Jon Rey (Grad RSO OASIS Advisor) at jonrey@berkeley.edu
46498,History of Architecture and Urbanism Association,No,Not Started,0,In Progress,FROZEN GROUP PENDING COMPLETION OF REGISTRATION STEPS,https://callink.berkeley.edu/actioncenter/organization/gahistoryofarchitectureandurbanismassociation,OASIS Center Category: Academic RSO,Jon Rey (Grad RSO OASIS Advisor) at jonrey@berkeley.edu
166104,History of Art Community Action Group,No,Not Started,0,In Progress,NEW ORG PENDING FINAL COMPLETION OF APPROVAL STEPS,https://callink.berkeley.edu/actioncenter/organization/historyofartcommunityactiongroup,LEAD Center Category: Political & Advocacy RSO,Jon Rey (Grad RSO OASIS Advisor) at jonrey@berkeley.edu
385435,History of Art Undergraduate Association ,Yes,Approved,4,Yes,Registered Student Organizations,https://callink.berkeley.edu/actioncenter/organization/historyofartundergraduateassociation,OASIS Center Category: Academic RSO,Jon Rey at jonrey@berkeley.edu
46150,Hmong Student Association at Berkeley ,No,Approved,1,In Progress,Registered Student Organizations,https://callink.berkeley.edu/actioncenter/organization/HSAB,LEAD Center Category: Cultural & Identity/International RSO,Melissa Landeros at melissalanderos@berkeley.edu
91524,Home of Students Christian Fellowship ,No,Approved,3,In Progress,Registered Student Organizations,https://callink.berkeley.edu/actioncenter/organization/hos,LEAD Center Category: Graduate Student RSO,Jon Rey (Grad RSO OASIS Advisor) at jonrey@berkeley.edu
46677,Homeless Ministry at Berkeley,No,Not Started,0,In Progress,FROZEN GROUP PENDING COMPLETION OF REGISTRATION STEPS,https://callink.berkeley.edu/actioncenter/organization/gahomelessministryatberkeley,LEAD Center Category: Service RSO,Emily Enriquez at emilyenriquez@berkeley.edu
144163,Homeless Student Union,No,Not Started,0,In Progress,FROZEN GROUP PENDING COMPLETION OF REGISTRATION STEPS,https://callink.berkeley.edu/actioncenter/organization/HomelessStudentUnion,LEAD Center Category: Service RSO,Emily Enriquez at emilyenriquez@berkeley.edu
46625,Homelessness Service Project,No,Not Started,0,In Progress,Registered Student Organizations,https://callink.berkeley.edu/actioncenter/organization/homelessnessserviceproject,LEAD Center Category: Graduate Student RSO,Jon Rey (Grad RSO OASIS Advisor) at jonrey@berkeley.edu
91955,Homeschoolers at Berkeley,No,Not Started,0,In Progress,FROZEN GROUP PENDING COMPLETION OF REGISTRATION STEPS,https://callink.berkeley.edu/actioncenter/organization/homeschoolers,LEAD Center Category: Cultural & Identity/Cultural & Ethnic RSO,Melissa Landeros at melissalanderos@berkeley.edu
358438,HoneyBee,No,Not Started,0,In Progress,FROZEN GROUP PENDING COMPLETION OF REGISTRATION STEPS,https://callink.berkeley.edu/actioncenter/organization/honeybee,OASIS Center Category: Academic RSO,Jon Rey at jonrey@berkeley.edu
289625,Hong Kong Affairs Association of Berkeley,No,Not Started,0,In Progress,Registered Student Organizations,https://callink.berkeley.edu/actioncenter/organization/hkaaberk,LEAD Center Category: Graduate Student RSO,Jon Rey (Grad RSO OASIS Advisor) at jonrey@berkeley.edu
45965,Hong Kong Student Association ,No,Inprogress,4,In Progress,Registered Student Organizations,https://callink.berkeley.edu/actioncenter/organization/hongkongstudentassociation,LEAD Center Category: Cultural & Identity/International RSO,Melissa Landeros at melissalanderos@berkeley.edu
115767,Hope in Motion,No,Not Started,0,In Progress,FROZEN GROUP PENDING COMPLETION OF REGISTRATION STEPS,https://callink.berkeley.edu/actioncenter/organization/HopeinMotion,LEAD Center Category: Service RSO,Emily Enriquez at emilyenriquez@berkeley.edu
91964,Horror House at Berkeley,No,Not Started,0,In Progress,FROZEN GROUP PENDING COMPLETION OF REGISTRATION STEPS,https://callink.berkeley.edu/actioncenter/organization/horrorhouse,LEAD Center Category: Media & Film RSO (Moving to Pub/Media),Emily Enriquez at emilyenriquez@berkeley.edu
290346,HOSA Future Health Professionals of Berkeley ,No,Approved,1,In Progress,Registered Student Organizations,https://callink.berkeley.edu/actioncenter/organization/HOSAFHPatBerkeley,LEAD Center Category: Professional RSO,Jon Rey at jonrey@berkeley.edu
85699,Household Energy IdeaLab,No,Not Started,0,In Progress,FROZEN GROUP PENDING COMPLETION OF REGISTRATION STEPS,https://callink.berkeley.edu/actioncenter/organization/householdenergy,LEAD Center Category: Service RSO,Emily Enriquez at emilyenriquez@berkeley.edu
92107,How to Get Lit,No,Not Started,0,In Progress,FROZEN GROUP PENDING COMPLETION OF REGISTRATION STEPS,https://callink.berkeley.edu/actioncenter/organization/lit,LEAD Center Category: Media & Film RSO (Moving to Pub/Media),Emily Enriquez at emilyenriquez@berkeley.edu
289709,Hub for Equity and Administrative Representation,No,Not Started,0,In Progress,FROZEN GROUP PENDING COMPLETION OF REGISTRATION STEPS,https://callink.berkeley.edu/actioncenter/organization/HubforEquityandAdministrativeRepresentation,OASIS Center Category: Academic RSO,Jon Rey (Grad RSO OASIS Advisor) at jonrey@berkeley.edu
385037,Hui O Hawaii,No,Not Started,0,In Progress,NEW ORG PENDING FINAL COMPLETION OF APPROVAL STEPS,https://callink.berkeley.edu/actioncenter/organization/huiohawaii,LEAD Center Category: Cultural & Identity/Cultural & Ethnic RSO,Melissa Landeros at melissalanderos@berkeley.edu
46077,Human Capital Group,No,Not Started,0,In Progress,FROZEN GROUP PENDING COMPLETION OF REGISTRATION STEPS,https://callink.berkeley.edu/actioncenter/organization/studentshumanresourceassociation,LEAD Center Category: Professional RSO,Jon Rey at jonrey@berkeley.edu
46649,Human Genetics Discussion Project,No,Not Started,0,In Progress,FROZEN GROUP PENDING COMPLETION OF REGISTRATION STEPS,https://callink.berkeley.edu/actioncenter/organization/Human_Genetics_Discussion_Project,OASIS Center Category: Academic RSO,Jon Rey at jonrey@berkeley.edu
77314,Human Powered Vehicle,No,Not Started,0,In Progress,Registered Student Organizations,https://callink.berkeley.edu/actioncenter/organization/HumanPoweredVehicle,LEAD Center Category: Engineering/Computer Science RSO,Jon Rey at jonrey@berkeley.edu
46309,Human Rights Law Student Association,No,Not Started,0,In Progress,FROZEN GROUP PENDING COMPLETION OF REGISTRATION STEPS,https://callink.berkeley.edu/actioncenter/organization/HRLSA,LEAD Center Category: Graduate Student RSO,Jon Rey (Grad RSO OASIS Advisor) at jonrey@berkeley.edu
85683,Human Rights of the Incarcerated Coalition,No,Not Started,0,In Progress,FROZEN GROUP PENDING COMPLETION OF REGISTRATION STEPS,https://callink.berkeley.edu/actioncenter/organization/hri,LEAD Center Category: Service RSO,Emily Enriquez at emilyenriquez@berkeley.edu
351390,Human-Computer Interaction Reading Group at Berkeley,No,Not Started,0,In Progress,FROZEN GROUP PENDING COMPLETION OF REGISTRATION STEPS,https://callink.berkeley.edu/actioncenter/organization/HCI-Reading-Group,OASIS Center Category: Academic RSO,Jon Rey at jonrey@berkeley.edu
46492,Humanitarian Undergradutes for Global Service,No,Not Started,0,In Progress,FROZEN GROUP PENDING COMPLETION OF REGISTRATION STEPS,https://callink.berkeley.edu/actioncenter/organization/humanitarianundergraduesforglobalservice,LEAD Center Category: Service RSO,Emily Enriquez at emilyenriquez@berkeley.edu
46568,Humanity First at Berkeley,No,Not Started,0,In Progress,FROZEN GROUP PENDING COMPLETION OF REGISTRATION STEPS,https://callink.berkeley.edu/actioncenter/organization/humanityfirstatberkeley,LEAD Center Category: Service RSO,Emily Enriquez at emilyenriquez@berkeley.edu
91617,Humans of Berkeley,No,Not Started,0,In Progress,FROZEN GROUP PENDING COMPLETION OF REGISTRATION STEPS,https://callink.berkeley.edu/actioncenter/organization/humansofberkeley,LEAD Center Category: Media & Film RSO (Moving to Pub/Media),Emily Enriquez at emilyenriquez@berkeley.edu
360304,Hungarian Club at Berkeley,No,Not Started,0,In Progress,FROZEN GROUP PENDING COMPLETION OF REGISTRATION STEPS,https://callink.berkeley.edu/actioncenter/organization/hungarianclubatberkeley,LEAD Center Category: Cultural & Identity/Cultural & Ethnic RSO,Melissa Landeros at melissalanderos@berkeley.edu
157735,Hungry Bears - Need to change their name (remove Bear),No,Not Started,0,In Progress,FROZEN GROUP PENDING COMPLETION OF REGISTRATION STEPS,https://callink.berkeley.edu/actioncenter/organization/HungryBears,LEAD Center Category: Service RSO,Emily Enriquez at emilyenriquez@berkeley.edu
343234,Hurling Club at Berkeley ,No,Approved,1,In Progress,Registered Student Organizations,https://callink.berkeley.edu/actioncenter/organization/HurlingClub,LEAD Center Category: Recreational RSO,Millicent Morris-Chaney at millicen@berkeley.edu
137277,Hyperloop Initiative Program,No,Not Started,0,In Progress,FROZEN GROUP PENDING COMPLETION OF REGISTRATION STEPS,https://callink.berkeley.edu/actioncenter/organization/hyperloop,LEAD Center Category: Engineering/Computer Science RSO,Jon Rey at jonrey@berkeley.edu
84628,I Am Asian-Pacific Islander,No,Not Started,0,In Progress,FROZEN GROUP PENDING COMPLETION OF REGISTRATION STEPS,https://callink.berkeley.edu/actioncenter/organization/IAmAsian-PacificIslander,LEAD Center Category: Cultural & Identity/International RSO,Melissa Landeros at melissalanderos@berkeley.edu
91385,i GO,No,Not Started,0,In Progress,FROZEN GROUP PENDING COMPLETION OF REGISTRATION STEPS,https://callink.berkeley.edu/actioncenter/organization/igo,LEAD Center Category: Arts RSO,Luly Sbeta at wsbeta@berkeley.edu
92044,I Will Ride at Berkeley,No,Not Started,0,In Progress,NEW ORG PENDING FINAL COMPLETION OF APPROVAL STEPS,https://callink.berkeley.edu/actioncenter/organization/iwillrideatberkeley,LEAD Center Category: Political & Advocacy RSO,Millicent Morris-Chaney at millicen@berkeley.edu
369015,"I.C.E.D D.I.C.E (Inclusion, Community, Equity, Diversity / Deconstruction, Intent, Competence, Empowerment)",No,Not Started,0,In Progress,Registered Student Organizations,https://callink.berkeley.edu/actioncenter/organization/iceddice,LEAD Center Category: Cultural & Identity/International RSO,Melissa Landeros at melissalanderos@berkeley.edu
91755,I.M.P.A.C.T. Alliance,No,Not Started,0,In Progress,FROZEN GROUP PENDING COMPLETION OF REGISTRATION STEPS,https://callink.berkeley.edu/actioncenter/organization/impactalliance,LEAD Center Category: Political & Advocacy RSO,Millicent Morris-Chaney at millicen@berkeley.edu
46521,IAS Student Representative Council,No,Not Started,0,In Progress,FROZEN GROUP PENDING COMPLETION OF REGISTRATION STEPS,https://callink.berkeley.edu/actioncenter/organization/iastpstudentrepresentativecouncil,OASIS Center Category: Academic RSO,Jon Rey at jonrey@berkeley.edu
120911,IDEA Factory,No,Approved,0,In Progress,Registered Student Organizations,https://callink.berkeley.edu/actioncenter/organization/IDEAFactory,LEAD Center Category: Professional RSO,Jon Rey at jonrey@berkeley.edu
159379,IDEAL,No,Not Started,0,In Progress,NEW ORG PENDING FINAL COMPLETION OF APPROVAL STEPS,https://callink.berkeley.edu/actioncenter/organization/ideal,OASIS Center Category: Academic RSO,Jon Rey at jonrey@berkeley.edu
46174,"Idealist Journal, The",No,Not Started,0,In Progress,FROZEN GROUP PENDING COMPLETION OF REGISTRATION STEPS,https://callink.berkeley.edu/actioncenter/organization/TheIdealistJournal,LEAD Center Category: Media & Publications RSO,Melissa Landeros at melissalanderos@berkeley.edu
322120,Ideas on Consciousness,No,Not Started,2,In Progress,Registered Student Organizations,https://callink.berkeley.edu/actioncenter/organization/ideasonconsciousness,OASIS Center Category: Academic RSO,Jon Rey at jonrey@berkeley.edu
119203,Identity and Gender Spectrum,No,Not Started,0,In Progress,FROZEN GROUP PENDING COMPLETION OF REGISTRATION STEPS,https://callink.berkeley.edu/actioncenter/organization/igenspectrum,LEAD Center Category: LGBTQ+ RSO,Jon Rey (Grad RSO OASIS Advisor) at jonrey@berkeley.edu
135411,Identity X,No,Not Started,0,In Progress,FROZEN GROUP PENDING COMPLETION OF REGISTRATION STEPS,https://callink.berkeley.edu/actioncenter/organization/identityxdance,LEAD Center Category: Performing Arts RSO,Luly Sbeta at wsbeta@berkeley.edu
342066,IDOT at Berkeley,No,Not Started,0,In Progress,NEW ORG PENDING FINAL COMPLETION OF APPROVAL STEPS,https://callink.berkeley.edu/actioncenter/organization/idot,LEAD Center Category: Arts RSO,Luly Sbeta at wsbeta@berkeley.edu
303905,IEEE Power and Energy at Berkeley,Yes,Approved,4,In Progress,Registered Student Organizations,https://callink.berkeley.edu/actioncenter/organization/ieeepowerenergy,LEAD Center Category: Graduate Student RSO,Jon Rey (Grad RSO OASIS Advisor) at jonrey@berkeley.edu
91278,IEEE Student Branch ,Yes,Approved,5,Yes,Registered Student Organizations,https://callink.berkeley.edu/actioncenter/organization/ieee,LEAD Center Category: Engineering/Computer Science RSO,Jon Rey at jonrey@berkeley.edu
46345,IEOR Graduate Student Group (formerly Student INFORMS),No,Not Started,1,In Progress,Registered Student Organizations,https://callink.berkeley.edu/actioncenter/organization/IEOR-GSG,LEAD Center Category: Graduate Student RSO,Jon Rey (Grad RSO OASIS Advisor) at jonrey@berkeley.edu
46387,If/When/How: Lawyering for Reproductive Justice at Berkeley,No,Not Started,0,In Progress,Registered Student Organizations,https://callink.berkeley.edu/actioncenter/organization/IfWhenHowLawyeringforReproductiveJustice,LEAD Center Category: Graduate Student RSO,Jon Rey (Grad RSO OASIS Advisor) at jonrey@berkeley.edu
235895,iGEM at Berkeley,No,Not Started,4,In Progress,Registered Student Organizations,https://callink.berkeley.edu/actioncenter/organization/igematberkeley,LEAD Center Category: Engineering/Computer Science RSO,Jon Rey at jonrey@berkeley.edu
220490,Ignite Ministries,No,Not Started,0,In Progress,FROZEN GROUP PENDING COMPLETION OF REGISTRATION STEPS,https://callink.berkeley.edu/actioncenter/organization/IgniteMinistries,LEAD Center Category: Spiritual RSO,Luly Sbeta at wsbeta@berkeley.edu
91998,"iHeart (international Health, Education, Advocacy, Research, and Training)",No,Not Started,0,In Progress,FROZEN GROUP PENDING COMPLETION OF REGISTRATION STEPS,https://callink.berkeley.edu/actioncenter/organization/iHEART,LEAD Center Category: Service RSO,Jon Rey (Grad RSO OASIS Advisor) at jonrey@berkeley.edu
91993,Illuminate at Berkeley,No,Not Started,0,In Progress,NEW ORG PENDING FINAL COMPLETION OF APPROVAL STEPS,https://callink.berkeley.edu/actioncenter/organization/illuminateatberkeley,OASIS Center Category: Academic RSO,Jon Rey at jonrey@berkeley.edu
56935,"Illustrious Policy Student Instructors, The",No,Not Started,0,In Progress,FROZEN GROUP PENDING COMPLETION OF REGISTRATION STEPS,https://callink.berkeley.edu/actioncenter/organization/gaipsi,OASIS Center Category: Academic RSO,Jon Rey (Grad RSO OASIS Advisor) at jonrey@berkeley.edu
46170,Imaginarium,No,Not Started,0,In Progress,FROZEN GROUP PENDING COMPLETION OF REGISTRATION STEPS,https://callink.berkeley.edu/actioncenter/organization/imaginarium,LEAD Center Category: Media & Publications RSO,Melissa Landeros at melissalanderos@berkeley.edu
46457,Imagine Design Engineer,No,Not Started,0,In Progress,FROZEN GROUP PENDING COMPLETION OF REGISTRATION STEPS,https://callink.berkeley.edu/actioncenter/organization/IDE,OASIS Center Category: Academic RSO,Jon Rey at jonrey@berkeley.edu
220142,Imagine Fair Futures,No,Not Started,0,In Progress,NEW ORG PENDING FINAL COMPLETION OF APPROVAL STEPS,https://callink.berkeley.edu/actioncenter/organization/imaginefairfutures,LEAD Center Category: Political & Advocacy RSO,Millicent Morris-Chaney at millicen@berkeley.edu
343530,Imago Dei Clinic,No,Not Started,2,In Progress,Registered Student Organizations,https://callink.berkeley.edu/actioncenter/organization/ImagoDeiClinic,LEAD Center Category: Spiritual RSO,Luly Sbeta at wsbeta@berkeley.edu
56926,Immersa Techne: Science Fiction Pragmatics,No,Not Started,0,In Progress,FROZEN GROUP PENDING COMPLETION OF REGISTRATION STEPS,https://callink.berkeley.edu/actioncenter/organization/gaitsfp,LEAD Center Category: Recreational RSO,Jon Rey (Grad RSO OASIS Advisor) at jonrey@berkeley.edu
323185,Impact Investing at Berkeley,No,Inprogress,0,In Progress,FROZEN GROUP PENDING COMPLETION OF REGISTRATION STEPS,https://callink.berkeley.edu/actioncenter/organization/impactinvesting,LEAD Center Category: Professional RSO,Jon Rey at jonrey@berkeley.edu
91722,Improv4Charity,No,Approved,2,In Progress,Registered Student Organizations,https://callink.berkeley.edu/actioncenter/organization/improv4charity,LEAD Center Category: Service RSO,Emily Enriquez at emilyenriquez@berkeley.edu
319851,In Between,No,Not Started,0,In Progress,FROZEN GROUP PENDING COMPLETION OF REGISTRATION STEPS,https://callink.berkeley.edu/actioncenter/organization/inbetween,LEAD Center Category: Cultural & Identity/Cultural & Ethnic RSO,Melissa Landeros at melissalanderos@berkeley.edu
92104,In Christ Alone,No,Not Started,0,In Progress,FROZEN GROUP PENDING COMPLETION OF REGISTRATION STEPS,https://callink.berkeley.edu/actioncenter/organization/inchristalone,LEAD Center Category: Spiritual RSO,Millicent Morris-Chaney at millicen@berkeley.edu
220122,In Color Film Collective,No,Not Started,0,In Progress,NEW ORG PENDING FINAL COMPLETION OF APPROVAL STEPS,https://callink.berkeley.edu/actioncenter/organization/incolorfilm,LEAD Center Category: Media & Publications RSO,Melissa Landeros at melissalanderos@berkeley.edu
350140,In Transcription at Berkeley,No,Not Started,0,In Progress,Registered Student Organizations,https://callink.berkeley.edu/actioncenter/organization/InTranscriptionBerkeley,OASIS Center Category: Academic RSO,Jon Rey at jonrey@berkeley.edu
220096,Incept at Berkeley,No,Not Started,0,In Progress,FROZEN GROUP PENDING COMPLETION OF REGISTRATION STEPS,https://callink.berkeley.edu/actioncenter/organization/inceptatberkeley,OASIS Center Category: Academic RSO,Jon Rey at jonrey@berkeley.edu
91575,Independent Theatre Company of Berkeley (BITC),No,Not Started,0,In Progress,FROZEN GROUP PENDING COMPLETION OF REGISTRATION STEPS,https://callink.berkeley.edu/actioncenter/organization/nationalamericantheatrecompany,LEAD Center Category: Performing Arts RSO,Luly Sbeta at wsbeta@berkeley.edu
164470,Indian Graduate Students of Berkeley,No,Not Started,0,In Progress,FROZEN GROUP PENDING COMPLETION OF REGISTRATION STEPS,https://callink.berkeley.edu/actioncenter/organization/igsb,LEAD Center Category: Cultural & Identity/International RSO,Jon Rey (Grad RSO OASIS Advisor) at jonrey@berkeley.edu
45966,Indian Students Association,Yes,Approved,5,Yes,Registered Student Organizations,https://callink.berkeley.edu/actioncenter/organization/ISA,LEAD Center Category: Cultural & Identity/International RSO,Melissa Landeros at melissalanderos@berkeley.edu
46171,Indigenous and Native Coalition (INC) Recruitment and Retention Center,No,Approved,3,In Progress,Sponsored Student Organizations,https://callink.berkeley.edu/actioncenter/organization/nativeamericanrrc,LEAD Center Category:bridges - Recruitment & Retention Centers,Jose Fernandez atjosefernandez@berkeley.edu
